image,ocr,country,location,recordedBy,recordNumber,catalogNumber,scientificName,day,year,month,dateIdentified,minimumElevationInMeters,identifiedBy,verbatimIdentification,decimalLatitude,decimalLongitude,verbatimElevation,maximumElevationInMeters,kingdom,elevation,countryCode,error.code,error.type,error.param,error.message,decimallatitude,institutionCode
https://storage.gbif-no.sigma2.no/italy/padua-2023-03-24/chaetophora.jpg,"151 / FOR / FORTI / Herb. Picconsorti / M. B. PATAVINUS / A. 1937 / Dall'erbario di ALESSIO MALINVERNI / nel Vercellese. / Erbar. Crittogam. Ital. / 580. CHAETOPHORA ELEGANS / Ag. Syst. 27. Kütz Sp. algar. 532. Tab. phycol. III. / tab. 20. fig. I. Trevis. Alg. udin. 8. Hass. Brit. / freshw. alg. 127. lab. IX. fig. 3. 1. Rabenh. Alg. / Sachs. 77. 897. / Nel così detto Fontanone ad Oldenico, pro- / vincia di Vercelli. / Gennaio 1860. MALINVERNI. / Herb. Piccone-Forti / A. 1937 / H. B. PATAVINUS / HERO / - / HERB. / Rabenhorst, Algen Europa's. / 1773. Chaetophora longipila Ktz. / Ktz. Spec. p. 531. Tab. phycol. III. f. 17. / An Wasserpflanzen in Wiesengräben zwischen Scholt- / witz und Glockschütz bei Breslau. Mit Chaetophora zuſammen / kommt noch in der Masse Draparnaldia acuta Ktz. vor. Ges. / den 24. October 1863. / Hilse. / * / Herb. Piccone-Forti / Chartophose deg / dz / A. F / Finken terug. / bei Berlin 26.5.7% / FORTI / H. B. PATAVINUS / A. 1 / RTI / aus / Gantung / Chatophora elegans. A / GOJOJ O / top / Q3010 / +7 / to Tota / Tine. / HERB. / integ / FORTI / H. B. PATAVINUS / A. 1937 / Chatophoréa / 335,336 / 1558 / 75 / 2558",Germany|Italy,"Wiesengräben zwischen Scholtwitz und Glockschütz bei Breslau|Oldenico, provincia di Vercelli",ALESSIO MALINVERNI|Hilse,,151|580|1773,CHAETOPHORA ELEGANS|Chaetophora longipila|Chatophora elegans,24,1937|1860|1863,1|10,,335,Rabenhorst|Hilse,Chaetophora elegans Ag. Syst. 27. Kütz Sp. algar. 532. Tab. phycol. III. tab. 20. fig. I. Trevis. Alg. udin. 8. Hass. Brit. freshw. alg. 127. lab. IX. fig. 3. 1. Rabenh. Alg. Sachs. 77. 897|Chaetophora longipila Ktz. Ktz. Spec. p. 531. Tab. phycol. III. f. 17|Chatophora elegans,,,,336,,,,,,,,,
https://storage.gbif-no.sigma2.no/italy/padua-2023-03-24/cerastium%20sic2.jpg,"Cerastium siculemen / i gustoschl / f. ziculum (Arc.) Möschl / 16.81.51 / rev.Mösch). / FLORA ITALICA EXSICCATA / curantibus. / Adr. Fiori, A. Béguinot, R. Pampanini / 808. Cerastium siculum Guss. Suppl. Fl. Sic. Prodr., p. 137 (1832). / Syn. Cerastium aggregatum Dur., lit. 1839 in F. G. Schultz, / Flora, 1840, 1, p. 123 et Flora Galliae et Germ. exsiccata / Centuria III, p. 5. / Loc. Etruria. Prope Florentiam (Firenze), in aggeribus loco / dicto alla Nave, al di là dell' Indiano delle Cascine, alt. / 40 m., solo vario. 30 April. 1908. / 66 / Oss. Il confronto con esemplari autotipici di Gussone non / lascia alcun dubbio che questo sia il suo C. siculum; e da esso non / differisce il C. aggregatum Dur. della Francia meridionale. La de- / scrizione di Gussone potrebbe lasciare qualche dubbio, perchè non / è detto che i fiori sono non meno spesso tetrameri che pentameri, / il che però si osserva negli esemplari da Gussone stesso determinati. / Neppure Schultz nè Des Moulins (da Schultz citato in Fl. Gall. et / Germ. exsicc.) accennano alla frequente tetrameria del C. aggre- / gatum. Però Grenier e Godron, Fl. Fr., I, p. 269, dicono esplicita- / mente che è spesso tetramero. Anche Parlatore, Fl. It., IX, p. 485 / scrive: sepalis, staminibus, stylis 5; tuttavia dice: capsulis 8-dentatis, / il che anche nella nostra pianta si osserva spesso tanto nei fiori a 5 / quanto in quelli a 4 sepali, ma non sempre però, non mancando le / capsule con 10 denti. / Questa specie, che fino a poco tempo fa era stata indicata soltanto / della Francia meridionale, di Algeria, di Sicilia, Corsica e Basili-. / cata, fu già da me rinvenuta nelle isole toscane di Gorgona e di / Pianosa (Bull. Soc. bot. it., 1899, p. 118-119; ibid., 1901, p. 302, e Pro- / spetto d. fl. dell' Arcipelago Tosc., N. Giorn. bot. ital., n. ser., vol. X, / 1903, p. 147). Ora l' ho trovata abbondante in due luoghi presso Fi- / renze su di un argine poco al di là della estremità delle Cascine / dove cresce insieme ai C. brachypetalum, semidecandrum e glomeratum; / e nella pineta al di là dei Collazzi sulla stradą Volterrana, dove / cresce insieme ai C. brachypetalum, campanulatum, glomeratum e semi- / decandrum. / In tutte queste località i fiori tetrameri si trovano promiscua- / mente coi pentameri, talvolta anche sulla stessa pianta. Battandier, / Flore de l'Algérie, p. 148, ha istituito una varietà tetrandrum del / C. siculum, probabilmente perchè dagli autori il C. siculum è gene- / ralmente detto pentamero. Ma questa varietà non ha luogo di sus- / sistere quando si sa che anche nel tipo Gussoneano del C. siculum / di Sicilia, come nei tipi del C. aggregatum di Francia, i fiori sono / spesso tetrameri. Nè maggior valore ha la varietà densiflorum (Guss. / pro sp.) Parl., poichè ad essa si possono riferire nelle isole le piante / precoci della microflora mediterranea, e nei dintorni di Firenze gli / esemplari piccoli a cime contratte nati in terreno arido, che trovansi / accanto ad altri cresciuti in humus più profondo e che sono tipici, / avendo statura più elevata, peduncoli più lunghi e cime più lasse. / Questo Cerastium è pianta molto affine a quella del Lido di Ve- / nezia distribuita in questa centuria (N. 407) col nome di C. pumi- / lum var. alsinoides. Se ne distingue principalmente per i peduncoli / più corti e per le capsule più lunghe, più strette e più curvate. Ha / inoltre le cime meno lasse, i sepali più acuti, ed i calici più stretti. / S. Sommier. / HERB. PATAV. (PAD) / H0056733 / HERB. R. HORTI PATAVINI / Cerastium litiforen / beffen / 16. XI. 31. / De Lens / rev.Möschl. / 2430",Etruria,Prope Florentiam (Firenze),S. Sommier,,808,Cerastium litiforen,16,1931,11,16. XI. 31.,40,Möschl,Cerastium litiforen,,,,,,,,,,,,,
https://storage.gbif-no.sigma2.no/italy/padua-2023-03-24/ceramium2.jpg,"Ceranium sanellatum / dipp. / W. TYSON: SOUTH AFRICAN MARINE ALGÆ. / 85. Ceramium cancellatum Ag. / De Toni Syll. Alg. vol. sect. III no. 2273 p. 1455 / An various also. Table Bach / Inongol Mynte / lineari / HERB. / 16 / A. FOR / B. A. / (prinimale) / TT / 8. A. / FORTI / VINUS / H. B. PATAVINUS / 1937 / A. / Ex hers. Beloon, / 7 / allo Ilm² / Kangaroo Point The / it'e membranalle dine con ... / дотви / Gmbre 187 / DOBO / FORTI / WO / Articolag! evidentissime soltanto in alcunir- / - / mit / HERB. A. FORT! / H. B. PATAVINUS / A. 1937 / }) / Ceramium cancellatum / stichidiosum / Kangaroo Toint (Sud Australia) / 1937 / *H. B. PATAVINUS / RECONOMATO G B MILANC / ARRIVI 4-GEN X/ / N° The / Qamati / in seconden, u 5-10 milli / i in millim. / Romi primerie buchen 3– 40 / Interamente corticato. / imati / Portamento t / Cystocloniumpropfing / atires / But the refrane in pin & / completo 0, or bith marante, incondate der / celluke oblonghe proses perperionlard alle / periferia To ve sig companjores incollate pinede / colorate moniliferni ramificate-sub / conrnbiform. / land and / & merio. / virticular por procupidats & quasi assenti / Approces ved sexe phed in basso / 3150",SOUTH AFRICAN,Kangaroo Point,W. TYSON,85,16,Ceranium sanellatum | Ceramium cancellatum | Cystocloniumpropfing,,1937,,,3150,,,,,,,,,,,,,,,
https://storage.gbif-no.sigma2.no/italy/padua-2023-03-24/cecropia.jpg,Cecropia palmate Will. / Strated. 1863. / 1.071,,,,,1.071,Cecropia palmata Will.,,1863,,,,,,,,,,,,,,,,,,
https://storage.gbif-no.sigma2.no/italy/padua-2023-03-24/carduus%20pteracanthus2.jpg,HERB. R. HORTI PATAVINI / HERBARIUM R. HORTI PATAVINI / Carduus pteracanthus DR. / R? / Tripolitania / undi / a messa strada tra / Jars - Farabulli e Cripoli / 19. Marso / 1921 / - / leg. Dr A. Marcello / 02,Tripolitania,a messa strada tra Jars - Farabulli e Cripoli,Dr A. Marcello,,HERB. R. HORTI PATAVINI,Carduus pteracanthus,19,1921,3,,,,,,,,,,,,,,,,,
https://storage.gbif-no.sigma2.no/italy/padua-2023-03-24/belladonna.jpg,HERB. R. HORTI PATAVINI / Herbarium plantarum Vindobonae / Lolancens / Catalogus № 1933. / Atropa Belladonna. / Pertia ante Calendar Julias. / LXXVII / EXXVZBrdo: / Erb. R. Solla / Pola / himme. / Crossan / Juss. / zu. / les alpis Rox s'intelva. / ombros. / Sols calcares. / 7390,Pola,les alpis Rox s'intelva,Crossan,,1933,Atropa Belladonna,,LXXVII,,,7390,,,,,,,,,,,,,,,
https://storage.gbif-no.sigma2.no/italy/padua-2023-03-24/arum.jpg,HERBARIUM PATAVINUM (PAD) / Centro Interdipartimentale Musei Scientifici dell'Università / 35123 Padova (Italia) / Amus seculatums L / AMe... / farzania lungo / вижда / dicembre Jeff / вре / fassets / Benell,Italia,farzania lungo,,,,Amus seculatums L,,,,,,,,,,,,,,,,,,,,
https://storage.gbif-no.sigma2.no/italy/padua-2023-03-24/anemone.jpg,ERBARIO DI LUIGI FILIPPO TIBERTELLI / DE PISIS FERRARA) / Famiglia delle Anemone Hepetree. / Specie. / Varietá- / Localitá / Data della raccolta. / Osservazioni / Jologra colline / furore / D Arrigh / 2541,,Jologra colline,Luigi Filippo Tibertelli de Pisis,,2541,Anemone Hepetree,,,,,,,,,,,,,,,,,,,,
https://storage.gbif-no.sigma2.no/italy/padua-2023-03-24/ambrosia%20tenui.jpg,"HERB. PATAV. (PAD) / H0060317 / A / HERBARIUM PATAVINUM (PAD) / Centro Interdipartimentale Musei Scientifici dell'Università / 35123 Padova (Italia) / Ambrosia for tenuifelia Speng / Ingolte altres al Lido di Vilano / (Ferrara) / A / Lotegrum / 14.07.2004 / Ambrosia aff. temuifolia / Speng. / or narrow leaved form / A. psilostachye ? ) / Revidit G. KARRER, Vienne / 2016-07-22 / 9146",Italia,Lido di Vilano,Lotegrum,9146,H0060317,Ambrosia for tenuifelia Speng,14,2004,7,2016-07-22,,G. KARRER,Ambrosia aff. temuifolia Speng|A. psilostachye,,,,,,,,,,,,,
https://storage.gbif-no.sigma2.no/italy/padua-2023-03-24/ambrosia%20maritima.jpg,www / Ambrosia / maritima 2₁ / Poids Eater / 1994 / V / PAD) / ll'Università / 35123 Padova (Italia) / Ambrosia maritima I / Sorto Galeri 50fto bre] 1994 / £ Jap's Ellicer / K / 9146,,,,9146,,Ambrosia maritima,,1994,,,,,,,,,,,,,,,,,,
https://storage.gbif-no.sigma2.no/italy/padua-2023-03-24/alyssum.jpg,"Myrmen Latifition big / Мунши / . / stalv. / FLORA DALMATICA / Alysuim batifolium bis / sie agrich cultif, strutibaggen. / Insule Lepine / shlis / VISIANI / 423, / HERB. PATAV. (PAD) / HD06977",,Insule Lepine,VISIANI,,HD06977,Alysuim batifolium,,,,,,,Myrmen Latifition big,,,,,,,,,,,,,
https://storage.gbif-no.sigma2.no/italy/padua-2023-03-24/Viola%20canina1.JPG,ERBARIO DI LUIGI FILIPPO TIBERTELLI / DE PISIS FERRARA) / Violoncar / Famiglia delle. / Specie. / Varietá- / Localita / Data della raccolta. / Osservazioni / Vedi Prevedin Hot 35 / fani pale / J. Girren / HERB. R. HORTI PATAVINI / Viole cemine L. / 5274,,,J. Girren,,5274,Viole cemine L.,,,,,,,,,,,,,,,,,,,,
https://storage.gbif-no.sigma2.no/italy/padua-2023-03-24/Thalictrum2.jpg,HERB. PATAV. (PAD) / H0061178 / Sponde muide / Chalictrum aquilegifoleinen / 2161 deutz Maſſ / Sus,,,,,H0061178,Chalictrum aquilegifoleinen,,,,,,,Sponde muide,,,,,,,,,,,,,
https://storage.gbif-no.sigma2.no/italy/padua-2023-03-24/Thalictrum.jpg,Chalictrum saxatile D. b. / Рожня / Ferrers / Luglis 1911. / Mertag. / Muſte / H0061197 / HERB. PATAV. (PAD),,Рожня|Mertag|Muſte,Ferrers|Luglis,,H0061197,Chalictrum saxatile,,1911,,,,,,,,,,,,,,,,,,
https://storage.gbif-no.sigma2.no/italy/padua-2023-03-24/Spartina%20s.%203.jpg,"HV / HERB. R. HORTI PATAVINI / 2008:06 / 118 11-1993 / 4-153420121mipaino / 341 340 15 13 14 12 16 15 18 18 50 51 35 / L / ee18 8 10 125 12 14 16 18 19 20 34 35 / 1009. S / Sol / Syn. D / L. / Li / HERB. PATAV. (PAD) / Loc. / ORA ITALICA EXSICCATA / SERIES II. / H0029067 / curantibus / Ad Fiori et A. Béguinot / a stricta Roth Cat. bot. III, p. 9 (1806) Dactylis / (1789). / cynosuroides Loefl. (1758), non L. (1762) ex p. nec / Trachynotia stricta Lam. et DC. (1805). / - / - / s pungens Rich. in Pers. (1805). / ia. / Prov. di Rovigo; in arenosis mari inundatis / Postinm Padi (Po di Levante), copiosa. - 20 Jul. (1908). / Oss / Scoperta nella Laguna prossima a Venezia dallo Zanni- / chelle dal Micheli ed il primo (Stor. piant. Lid. Venezia, 1735, / p. 1, ig. 36) così la indica: << Fra le gramigne marine questa / sol nasce ne'luoghi inondati dall' acqua salsa, detti comunemente / Baene, ne' quali crescono ancora varie specie di Cali e di Limo- / n>d il secondo (in Tilli Cat. pl. Hort. pis., 1733, p. 72) « in / suli circa Venetias, et praesertim in illis, quae plerumque per / yem m aqua inundatae ». Essa fu segnalata in seguito dai bota- / nici veneziani di varie stazioni ed io la raccolsi nell' orlatura are- / noso nelmosa eminentemente salsa (velme) lungo il canale tra Por / di Lele Porte del Cavallino e nelle barene umide in Val Figheri. / cercai invano nella laguna di Padova e di Ferrara. La sta- / 2 / e, donde provengono i saggi qui distribuiti, oltrechè estendere / l'a a distributiva della specie nell'arco adriatico-padano, è fito- / torraficamente interessante, poichè la pianta prospera nelle arene, / parte marine e parte fluviali, accumulatesi presso la foce del Po / di Levante e periodicamente inondate ogni sei ore dall'alta marea. / V cresce associata a Glyceria festucaeformis (cfr. il num. 507 di / questa Essiccata), Suaeda maritima, Salicornia herbacea e S. fruti- / casa (questa seconda assai più rara della prima), Juncus acutus, / Sirpus maritimus, Statice Limonium ed Aster Tripolium. Specie / tatte alofile in grado massimo e specialmente barenicole e cioè / dei terreni argillosi ed umidi. La presenza di queste specie in ter- / reni arenosi sta a dimostrare la loro tolleranza ed adattabilità per / questo substrato, quando contenga una certa percentuale di acqua, / ifuggendolo invece quando è asciutto. Spartina stricta, come le al- / 1 specie sopra nominate, segnano nel distretto forse il grado più / ele tato di resistenza alla salsedine: la quale deve essere notevole / in questo settore periodicamente investito dalla marea, ma è da / tenere presente che la salsedine è temperata dalle acque del Po / e sta fatto che colonie di alofile, per quanto tra le più resi- / stenti, non trovai in queste peculiari condizioni che in vicinanza / delle foci padane. Coltivata a Padova, da pianta adulta della La- / guna di Venezia, resistè, in terreno dissalato, solo pochi mesi. / L'area S. stricta nei territori adriatici procede dall' Istria al / Polesine, rappresentandone la stazione donde raccolsi i saggi qui / distribuiti forse il limite meridionale: area, allo stato delle cono- / scenze, eminentemente isolata, le stazioni più prossime trovandosi / nella Europa occid. (Francia, Inghilterra, Pen. iberica) e nell'Africa / settentrionale: / A. Béguinot. / 283",Italy,Prov. di Rovigo,Ad Fiori et A. Béguinot,118 11-1993,H0029067,Spartina stricta,20,2008,06,,,,,,,,,,,,,,,,,
https://storage.gbif-no.sigma2.no/italy/padua-2023-03-24/Spartina%20s.%2013.jpg,"HV / 9, 898 58 3 / s os er or stat air et store sa a / SS rs Os et 81 301 21 A & S T OF G 8 / 2102926 / 8001-NT.871 / 10:800S / HERBARIUM / HERB. PATAV. (PAD) / ANA SANTAN / H0029079 / Spartina stricta Roth. / Laguna di Venezia -Barena presso S.Erasmo / stato fenoantesico ++ ( +++?). / 17 Luglio 1944. / Leg. A.Giordani Soika / Dr. ALESSANDRO MARCELLO / G / N",,Laguna di Venezia -Barena presso S.Erasmo,A.Giordani Soika,,H0029079,Spartina stricta Roth.,17,1944,7,,,Dr. ALESSANDRO MARCELLO,,,,,,,,,,,,,,
https://storage.gbif-no.sigma2.no/italy/padua-2023-03-24/Scirpus%20sylvaticus1.jpg,1X / HERBARIUM HORTI PATAVINI / ISTITUTO DI BOTANICA & FISIOLOGIA VEGETALE / 35100 PADOVA (Italia) / Sarpus sylvatives &,,,,,1X,Sarpus sylvatives,,,,,,,,,,,,,,IT,,,,,,
https://storage.gbif-no.sigma2.no/italy/padua-2023-03-24/Salix%20babylonica.JPG,"HERB. R. HORTI PATAVINI / Selix Bebylonice / ERBARIO DI LUIGI FILIPPO TIBERTELLI / Famiglia delle / Specie. / arietá- / Data / Forrars, & dintor / Osservazioni- / olta. / 28 / 1873",,,Luigi Filippo Tibertelli,,,Selix Bebylonice,,1873,,,,,,,,,,,,,,,,,,
https://storage.gbif-no.sigma2.no/italy/padua-2023-03-24/S.microsporus.jpg,"h / ERBARIUM MY / H.B. PATAVINUS / 4. SACCARDO / XIZ / S. / Slysana, pudi. / miersports & / cort. Robinie / 5 / J.75.8 / 663",,,,663,J.75.8,,,,,,,,,,,,,,,,,,,,,
https://storage.gbif-no.sigma2.no/italy/padua-2023-03-24/Rovere.jpg,ERBARIO DI LUIGI FILIPPO TIBERTELLI / DE PISIS (FERRARA) / Famiglia delle. / Specie_Quercus Rolove L. / Dr. jur / Div - 24. / Varietá eftillom (dotisb.) / Località full de delle Gabice; bettertane / nux puercon vecchesina / The Jr 1914. / Venedin fydd / Data della raccolta. / Osservazioni / 8 / in / 1893,,Località full de delle Gabice; bettertane nux puercon vecchesina,Venedin fydd,,ERBARIO DI LUIGI FILIPPO TIBERTELLI DE PISIS (FERRARA),Quercus Rolove L.,8,1893,,1914,,,Famiglia delle.,,,,,,,,,,,,,
https://storage.gbif-no.sigma2.no/italy/padua-2023-03-24/Rosa7.jpg,"HERB. R. HORTI PATAVINI / T / Flora Tirolensis Augepflanzt. / Rosaceae. / fam. nat. / Rosa chinensis face, v. fragrans Menstlefes / 4 / (= K. indica Lindley) ««Fecrose / Sundort: hies b. Bozen. / 934 / Unterlage: / BOLZANO / Gartengrund. Meereshöhe: / Datum: 10. Oktober 1914. leg. Dr. W. Pfaff. / II.14d. / ERBARIO / F. PFAF / { / 938",BOLZANO,Gartengrund,Dr. W. Pfaff,934,,Rosa chinensis,10,1914,10,,,,,,,,,,,,,,,,,
https://storage.gbif-no.sigma2.no/italy/padua-2023-03-24/Potentilla.jpg,Ibsencilla merkiiside,,,,,,Ibsencilla merkiiside,,,,,,,,,,,,,,,,,,,,
https://storage.gbif-no.sigma2.no/italy/padua-2023-03-24/Polypodium%20vulgare%20H0017837.jpg,"and / Polypodium vulgare L. / subsp. prionodes (Aschers.) Rothm. / determ.: M. A. Mirapella / - / Polypodium vulgare / بھیج / поссо / Bosco di Castagni a 1. Rocce / 1. Caſtagni / di Pregara (Veronese), / 12. IV. 1906. / by / STAB. FRANCHINI-VERONA / 梁 / HERB. A. / FORTI / H. B. PATAVINUS / D. ACHILLE FORTI - VERONA 937 / www / 226 / HERB. PATAV. (PAD) / HERB. R. HORTI PATAVINI / H0017837 / Poly odium vulgare L. / subsp. vulgare / determ.: M. A. Mirabella / 85"" / J / ///",,Bosco di Castagni a 1. Rocce|1. Caſtagni di Pregara (Veronese),D. Achille Forti,,H0017837,Polypodium vulgare L.|Polypodium vulgare,12,1906,4,,,M. A. Mirapella|M. A. Mirabella,Polypodium vulgare L.|Polypodium vulgare,,,,,,,,,,,,,
https://storage.gbif-no.sigma2.no/italy/padua-2023-03-24/Polypodium%20interjectum%20H0017692.jpg,HV ||| / Erbario Argenti / Polypodium interjectum / Dino Marchetti / HERB. PATAV. (PAD) / 16.5.2008 / H0017692 / Belluno / Polypodium of interfectum / ecol.. / m s.l.m. / Ostryets ou cale. 200÷750 / 100. Boarnal di Val di Sezen - M Crappe (B4) / 23 Feb 2008 / legit. / data S / 12. / 0036/2 / Shivas,Belluno,Boarnal di Val di Sezen - M Crappe (B4),Dino Marchetti,,H0017692,Polypodium interjectum,16,2008,5,23 Feb 2008,200,,Polypodium of interfectum,,,,750,,,,,,,,,
https://storage.gbif-no.sigma2.no/italy/padua-2023-03-24/Pinguicula%20alpina1.jpg,"HERB. R. HORTI PATAVINI / FLORA ITALICA EXSICCATA / to e / A / 7 8 9 10 11 12 13 14 15 16 1 / -S / A / 654. Pinguicula alpina L. Sp. pl., ed. 1, p. 17 (1753). / Loc. Venetia. / B / A, / C / curantibus / Adr. Fiori, A. Béguinot, R. Pampanni37 / DEF / HERB. A. FORTI / H. B. PATAVINUS / Prov. di Treviso: Vittorio, in rupibus umbrosis / et humidis, prope pagum Tovena, loco dicto Passo di / S. Uboldo, Praealpium Bellunensium, solo calcareo, alt. 450- / 900 m. / 6 Maj. 1904. / R. Pampanini. / I / ang pa / 10 11 12 13 14 15 16 17 18 / 2 3 4 5 6 7 8 / --LaserSoft Imagirig / IT8.7/1-1993 / 2008:07 / 389",Italy,"Prov. di Treviso: Vittorio, in rupibus umbrosis et humidis, prope pagum Tovena, loco dicto Passo di S. Uboldo, Praealpium Bellunensium, solo calcareo",R. Pampanini,,654,Pinguicula alpina L.,6,1904,5,,450,,,,,,900,,,,,,,,,
https://storage.gbif-no.sigma2.no/italy/padua-2023-03-24/Picridium%202.jpg,"2/4 di erot er en gi / Unin / cum / WTF / quod reperi, semen / ! / HERB. PATAV. (PAD) / H0048090 / Pieridene. / In spestrib. celearens ad Mo / Pra gora Serb. occd. Ang 8bit / Species crimin glanca, 9599 / tolioſ. Forma verin, ieuen. J. Saun / am / me enterroris Anttrodie cordatie.",,,,,H0048090,,,,,,,,Pieridene,,,,,,,,,,,,,
https://storage.gbif-no.sigma2.no/italy/padua-2023-03-24/Phaseolus3%20(2).JPG,"Angiospermär / Cl. Dicotyledoneae / Sotted, Archichlamydeal / Rosales / Ord / 18 / 4. Fem. Leguminosae / Phaseolus erelgaris L. / H.B. 1924. / 3901",,,,18,3901,Phaseolus erelgaris L.,,1924,,,,,,,,,,,,,,,,,,
https://storage.gbif-no.sigma2.no/italy/padua-2023-03-24/Ornithogalum%20nutans.jpg,"autaus / Ornithogelen alloranthen set / In prato prope helgrad. / Apr. 854 / 1. Belül) / in vivo bene / diversum. / HERB. PATAV. (PAD) / H0048092 / WN / k / Vratislavia, in gramin / 24.TV 1882 / ss rs os er 3r Triar ar ar er stor e a ad / SS IS US / 21. that ar per Store a / Hora Silesiae centralis. / GINOVIH / HERB. PATAV. (PAD) / H0048093 / Ornithogalum / thogalum chloranthurn / V. Bracheanum (Kth.) Aschers» !) / pomaries que / gramin osis umbrosios passim copizze, O. nutante / multo frequention in / Polnisch– Neudorf, in societate O. nutanti / 10 89 / mst en Santer!) / 5001-1118T! / TO: 800S / pomro",,Vratislavia|Hora Silesiae centralis|Polnisch– Neudorf,WN,,H0048092|H0048093,Ornithogelen alloranthen,24,854|1882,4,,5001,,,,,TO: 800S,1118,,,PAD,,,,,,
https://storage.gbif-no.sigma2.no/italy/padua-2023-03-24/Mughetto.jpg,"HERB. PATAV. (PAD) / H0061263 / ERBARIO DELLE VALLI VALDESI / Sotts famiglia delle Asparagacee. / tomallaria macalis / Località Pesaro/Inverno). / Habitat Boch / Berchin. / Altitudine 845 / Guigne / da Prstan Edwrn. / Tipografia Apins Torre Pellee,",Italy,Pesaro|Inverno,da Prstan Edwrn,,H0061263,tomallaria macalis,,,,,845,,,,,845,845,,,,,,,,,
"https://storage.gbif-no.sigma2.no/italy/padua-2023-03-24/Moretti,Facchini.jpg",Gagen Liottardi Schult. / monti della Carnia / HV / €35 / HERB. PATAV. (PAD) / H0045013 / Erbario Moretti / HERB. R. HORTI PATAVINI / A / 1 / h / Amont / Gagea fiftuloja / Regione inferior alpina: in / Jahre; Sufferne / 35 / HERB. PATAV. (PAD) / H0045014 / 3 3 / 1048,,monti della Carnia,Erbario Moretti,35,H0045013,Gagen Liottardi Schult.,,,,,,,Gagea fiftuloja,,,Regione inferior alpina,,,,,,,,,,
https://storage.gbif-no.sigma2.no/italy/padua-2023-03-24/Marsili775.jpg,AVAN / Scabiost / femorioidy / th / Serbia / Bry / sif / Pomer / fermaniordes / Scabiosa subachactà nov. quir / In glesevnii serpent. ad Raška / C. Cackens. Int 864 / Pronima Sc. Webbiance Son. a que differt sad / except. De cl. Parnasſo) folin on will / rades / cois breviorib / interdum enbrenthe / ac / Fin. / vibrib.,Serbia,In glesevnii serpent. ad Raška,,,,Scabiosa subachactà,,,,,,,,,,,,,,,,,,,,
https://storage.gbif-no.sigma2.no/italy/padua-2023-03-24/Maresia2.jpg,HERBARIUM R. HORTI PATAVIN / Maresia Drumetiana (Cen) Ball / vas. ciòmica Tamp. / Tripolitania / Oasi di Gadames / 18 Aprile 1931 / leg. Dr A. Marcello / kas das as stava / 2012 / HERB. R. HORTI PATAVINI / 30 3,Tripolitania,Oasi di Gadames,Dr A. Marcello,,,Maresia Drumetiana,18,1931,4,2012,,,,,,,,,,,,,,,,
https://storage.gbif-no.sigma2.no/italy/padua-2023-03-24/Lupinus3b.jpg,HERB. R. HORTI PATAVINI / Flora Tirolensis. Angebaut. / Leguminosae. / fam. nat. / Lupinus hirsutus L. / Rissen: Oberbaze / Fundort: / Unterlage: Fastengrund / ERBARE F / Datum: / BOLZANO / * / Meereshöhe: 1200. / P. Krautschneider / leg. Dr. W. Pfaff.,Bolzano,,P. Krautschneider,,,Lupinus hirsutus L.,,,,,1200,Dr. W. Pfaff,Lupinus hirsutus L.,,,,,,,,,,,,,
https://storage.gbif-no.sigma2.no/italy/padua-2023-03-24/Hyoscyamus2.jpg,H / 8091900H / ᏙᏯ ᎪᏙᏆᏙᏧ ᎺᎻ / Hy oniam of albuy / Venesia / BERB.BERENGER / O / KA / 20 / HERE. HORTI PATAVINI / ry,,Venesia,,,8091900,Hy oniam of albuy,20,,,,,BERB.BERENGER,,,,,,,,,,,,,,
https://storage.gbif-no.sigma2.no/italy/padua-2023-03-24/Hyoscyamus.jpg,"HERB. PATAV. (PAD) / WOW MARINE / H0061504 / HERB. HORTI PATAVINI / Istituto di Botanica e Fisiol. Vegetale / 35100 Padova (Italia) / Thyos kiamus albus. L... / Jahanzibi's (Geganci) / vicino alla chiesa Veedia / 4o Luglio 1954 Ley, Very's Chiesa / HV / Valsanzilio, / vicino acea / chiesa Secchia 4 duplis 1984 / 7396",Italia,vicino alla chiesa Veedia | Valsanzilio,Ley,,H0061504,Thyos kiamus albus,4,1954,7,,,,,,,chiesa Secchia 4 duplis 1984,,,,,,,,,,
